PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
-2.6761884892559276,0.6386588862204555,-2.5235271125836443,0.46259658721181934,-1.0422725736919733,-0.21833389960127877,-0.799000621542351,-0.31483225328632714,-0.29949733532171813,-0.3298002124787218
-1.8928392067495878,-0.47947479737767107,-0.7352297085533194,0.12109543564060656,-0.003572963826515691,-0.6561558444885707,-0.4927163612598506,-0.4926727313644998,0.10221809909747132,0.20001044851157085
-2.8210750555661477,1.9204815680172196,0.4582089085498819,1.2886198493803218,-0.11406416108402631,1.7636847162234033,-1.1632719246634153,0.4984006575631399,2.155026105682167,-0.4196067073529978
-2.781727482004146,1.62494038875071,-0.6733785257995519,0.5982774876274566,-0.07109210166781704,-0.5869922911776967,-1.00920551418931,-0.3500029568188258,0.7177036397379523,-0.3123426939746134
-1.4145668957028588,0.21123376438593983,0.2626236266502821,0.1130738932191597,2.098815252309017,-1.0177673625384174,-0.9583353440067798,-0.5508840535466407,0.22996067776859247,0.009543505319482342
-1.0550224163676023,-0.7721540491045366,-0.3664732181598835,-0.41485050089135317,-0.7151779634349709,-0.7748397793565389,-0.15675109236431745,-0.06977826454229026,0.14840693040626446,0.01513834251106528
-2.992093954573178,1.8966896603047572,-0.8077623157311112,-0.09189084770179061,0.5624349948051935,0.6187326567125424,0.34127476780403787,-1.3577391347207424,-0.5344403622546655,-0.015870025777825758
-2.6339707395790675,1.1163988449551936,-1.8626394264129533,0.5849837664315203,-1.0865982353432433,-0.5534758019019802,-0.5644036660570465,-0.05410418612609158,-0.9586756574007774,-0.2596777948273298
-2.3362586532586076,0.6663909675790238,-0.9603685216359047,-1.5283442012483248,-0.2529037254888582,0.5633584025708629,2.86180354659481,-0.9813490103790405,0.38069753068090634,0.45102057910739274
-0.8508600052618006,-0.8041098819746377,0.27884806494871234,-1.5912326844437217,-0.35876973205439006,-0.20334554738104355,1.378693073404798,-1.217581756479387,-0.2458761999760029,0.34131586651923185
-1.3120314414460035,-1.1744831512590799,-1.001734478505985,0.12244951622152422,-0.26069941242495553,0.18450710382459817,-0.12395357311096687,0.5281175758629172,-0.3852579418215536,0.20590952265570991
-1.2415838126027132,-0.5047168808870579,-1.196519756599202,-0.3839105814641867,1.650268751322173,1.0245309287099105,1.1243350051399816,0.27607394915735645,-0.39380754919161,0.227718628881999
-0.8224276846623861,-1.8111390158764769,-0.9887186789642607,-0.030773866115429573,0.8427073138030361,-0.6113170095658432,-0.021262400083722804,0.37117121382418816,-0.5020426511858801,0.3445397843450119
-1.4731841552923808,-0.6133990505662212,0.5613220067804434,-0.21718570374087823,0.21884589020100415,-0.7209581884581645,-0.5420354035063857,-1.237286922511315,-0.9015139031404913,0.3847969927166268
-1.9417407301235354,-0.043612077612516266,0.19234054140582502,0.38089367139221775,0.5405112558229813,-0.2663846019641322,-0.6192090329315575,-0.25269070231221563,0.847607497301613,0.1880637672486921
0.3463665373196638,-0.9394265279272902,-0.07437814338684402,0.42265499917939786,-0.4303330735815956,2.3924792584628705,-0.06031207134195012,1.3519477569747276,-0.2411485812812652,-0.41824763595955755
-2.723081464249004,0.8683355247419096,-1.938211818010394,0.8513102006753549,-0.7997795577049932,0.6953785290117803,-0.7622153054755244,0.34636591144918727,-0.41182126726464047,-0.2701013877484084
-0.4923826995212829,-1.938799109515198,-0.707973400335466,-0.5525995823589194,-0.8968177176767058,-0.7070161808785936,0.41024687141640037,0.689576839633347,-0.3839046857032663,0.2507497031739371
-1.9199081081595835,-0.36949255887953525,-0.6252639192990004,-0.05254618720485816,-0.9804167934858566,-0.7397977116233146,-0.26941329183634277,-0.2961524627042168,0.11961434094150589,0.16681442568100627
0.5003862338036205,-0.7714978014018907,1.0659979603275989,-1.442031149359438,-0.19435326035495626,0.4493961374837758,-0.6187281852118092,0.19120400127479154,-0.5985741346236014,-0.3426384104734179
-1.152949938137448,-0.5424457812044249,-0.145764970764754,-1.8413816305332622,1.6060364507350338,1.916894978486382,3.735364206791352,-0.9125234731356225,0.645970754628994,0.7009612504356414
-2.774961407912676,1.6252644302695658,-0.5669552626447151,0.2414308525472938,-0.9248454487562834,-0.836976604704461,-1.0077148744028428,-0.9342965358987348,0.5528681727707908,-0.3445669000985674
-1.0835068583918877,-0.9325712071383435,0.6056344004589299,0.20132400180191876,2.1831855665703874,-1.275213210902268,-0.3103071888793144,-0.006606231131274937,0.5399563166319871,0.42349929812641446
-2.3694720100371645,0.7738772287491854,-0.4867512429225551,-1.5105250465895257,0.8910783350869098,0.23783919275353071,2.528000321485523,-1.8217666779650663,-0.39194988354470284,0.6054845816111505
-2.732388893165338,1.0374923520529047,-1.2676517524786952,1.1229021252864033,1.317337420861299,0.6319859184892476,-1.379026123505962,-0.5322801117555803,0.058291713098046566,-0.20502996496896914
-1.0760345291200475,-1.490624859740986,0.03423734269489513,0.7947084762307175,0.2974436007590157,2.2930523512382877,-0.11320073862147997,1.2566789727850483,-0.22451871192756626,0.3515126697623487
0.7258487801060557,-0.9389697710049549,-0.14326091729953472,-0.18453849360769695,-0.4634196035052292,-0.8216194764516475,0.25080449842042024,-0.1589153217292796,0.06894642699812169,-0.41913709867721294
-2.652580860687306,0.8081869926694918,-2.375730856972972,0.6738841241330742,0.09625730644515137,-0.38367463418207115,-0.8791033486960211,-0.015802923328541704,-0.598411421088748,-0.2558440391326236
-1.4065010379765988,-0.5183500536530553,0.9146880091266405,-0.8715636063657554,-0.31525906772499085,-0.4939434671071778,0.39064826902392047,-1.7071879969047459,-1.0525059624431323,0.49963397059702447
